"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT10","WT11","WT13","WT14","WT16","WT21"
"USW00012916","NEW ORLEANS AIRPORT, LA US","2020-12-28","4.92",,,"0.00",,"60","72","49","  190","  150","12.1","17.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2020-12-29","8.50",,,"0.00",,"60","72","49","  100","  110","17.0","23.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2020-12-30","12.75",,,"0.00",,"67","79","61","  140","  130","25.1","31.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2020-12-31","13.87",,,"0.26",,"70","78","64","  220","  210","23.9","33.1","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-01-01","9.17",,,"0.00",,"65","69","51","  230","  250","19.9","27.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-01-02","8.05",,,"0.00",,"53","59","45","  320","  320","15.0","19.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-01-03","4.25",,,"0.00",,"49","59","39","   40","  300","8.9","12.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-01-04","4.70",,,"0.00",,"54","73","40","  260","  270","14.1","18.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-01-05","4.25",,,"0.00",,"59","68","47","   10","   10","10.1","15.0","    1",,,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-01-06","9.62",,,"0.00",,"55","67","45","  120","  120","21.0","27.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-01-07","15.43",,,"0.80",,"56","63","48","  120","  120","23.9","32.0","    1",,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-01-08","12.75",,,"0.00",,"48","51","43","  320","  320","19.9","29.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-01-09","8.95",,,"0.00",,"45","51","40","   40","  350","14.1","19.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-01-10","9.84",,,"0.08",,"43","45","38","   40","   50","17.0","23.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-01-11","11.86",,,"0.41",,"44","45","40","  340","  340","19.9","25.1","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-01-12","5.82",,,"0.00",,"41","48","37","  340","  320","13.0","18.1","    1",,,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-01-13","3.58",,,"0.00",,"46","58","37","   70","   70","10.1","12.1","    1",,,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-01-14","8.50",,,"0.00",,"52","71","38","  240","  260","21.9","29.1","    1",,,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-01-15","11.41",,,"0.00",,"57","62","43","  280","  270","28.0","35.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-01-16","6.04",,,"0.00",,"48","57","39","  320","  240","14.1","18.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-01-17","4.92",,,"0.00",,"48","64","36","  300","  280","14.1","16.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-01-18","4.03",,,"0.00",,"52","64","37","  180","  170","10.1","15.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-01-19","7.38",,,"0.00",,"57","72","45","  180","  190","18.1","23.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-01-20","4.47",,,"0.00",,"60","70","50","   50","   50","13.0","16.1","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-01-21","7.61",,,"0.00",,"64","76","57","  230","  250","14.1","18.1","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-01-22","4.92",,,"0.59",,"66","68","62","  220","  210","13.0","18.1","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-01-23","9.40",,,"0.06",,"62","63","59","  100","  100","19.9","21.9","    1",,,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-01-24","8.28",,,"0.00",,"65","76","61","  180","  180","15.0","19.0","    1","    1",,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-01-25","11.18",,,"0.00",,"72","78","68","  190","  180","23.0","33.1","    1","    1",,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-01-26","6.49",,,"0.01",,"71","73","63","   10","   20","16.1","25.1","    1",,,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-01-27","11.41",,,"0.07",,"68","73","53","  340","  350","19.9","29.1","    1","    1",,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-01-28","10.96",,,"0.00",,"52","57","44","   20","   30","18.1","27.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-01-29","5.82",,,"0.00",,"52","61","42","   60","   40","12.1","18.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-01-30","8.95",,,"0.00",,"58","73","47","  160","  170","19.9","30.0","    1",,,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-01-31","15.43",,,"0.02",,"70","77","52","  340","  340","25.1","35.1","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-02-01","14.32",,,"0.00",,"52","58","44","  340","  330","23.0","31.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-02-02","8.28",,,"0.00",,"48","57","41","   30","   10","16.1","21.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-02-03","4.70",,,"0.00",,"50","62","40","   80","   10","10.1","13.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-02-04","9.17",,,"0.00",,"57","73","46","  190","  210","21.9","29.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-02-05","10.51",,,"0.12",,"58","66","49","  350","  340","21.9","31.1","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-02-06","6.26",,,"0.06",,"53","55","50","   60","   70","18.1","21.0","    1","    1",,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-02-07","7.83",,,"0.00",,"54","61","46","   10","  330","16.1","23.9","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-02-08","10.29",,,"0.17",,"56","69","46","  130","  130","18.1","23.9","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-02-09","5.37",,,"0.00",,"64","75","58","   70","   50","12.1","14.1","    1","    1",,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-02-10","6.26",,,"0.00",,"67","75","62","  120","  130","14.1","16.1","    1","    1",,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-02-11","8.95",,,"2.12",,"69","75","52","  340","  320","17.0","23.9","    1","    1","    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-02-12","12.08",,,"1.06",,"51","55","43","  340","  330","19.9","25.9","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-02-13","12.75",,,"0.00",,"44","47","41","  340","  340","18.1","25.9","    1",,,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-02-14","10.96",,,"0.01",,"42","45","38","  360","   10","16.1","21.9","    1",,,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-02-15","12.75",,,"0.18",,"38","42","29","  310","  320","25.1","33.1","    1",,,"    1",,"    1","    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-02-16","8.05",,,"0.00",,"29","33","25","  300","  320","16.1","21.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-02-17","12.75",,,"0.90",,"39","57","32","  340","  340","25.9","38.0","    1",,,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-02-18","13.20",,,"0.21",,"43","47","37","  340","  340","21.0","27.1","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-02-19","11.86",,,"0.00",,"40","54","33","  340","  330","18.1","25.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-02-20","4.70",,,"0.00",,"43","58","34","  360","   10","12.1","15.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-02-21","9.84",,,"0.00",,"54","70","41","  110","  110","21.0","25.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-02-22","5.82",,,"0.00",,"63","73","51","  340","  340","17.0","21.0","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-02-23","3.80",,,"0.00",,"59","72","43","  170","  170","10.1","14.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-02-24","4.25",,,"0.00",,"60","74","47","  210","  210","12.1","16.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-02-25","3.58",,,"0.00",,"67","78","58","  160","  180","8.9","13.0","    1",,,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-02-26","7.38",,,"0.00",,"70","83","62","  180","  180","21.0","25.9","    1","    1",,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-02-27","8.05",,,"0.00",,"72","80","66","  160","  160","19.9","28.0","    1","    1",,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-02-28","11.18",,,"0.00",,"75","83","69","  180","  180","21.9","31.1","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-03-01","8.05",,,"0.00",,"72","78","60","   80","   10","21.0","30.0","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-03-02","11.63",,,"1.09",,"56","63","47","   50","   60","21.9","30.0","    1",,"    1",,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-03-03","6.71",,,"0.00",,"50","63","44","   20","  350","15.0","19.0","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-03-04","2.68",,,"0.00",,"57","71","46","   50","   70","8.9","12.1","    1",,,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-03-05","4.03",,,"0.03",,"60","71","49","  130","  150","14.1","18.1","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-03-06","10.29",,,"0.00",,"62","69","55","   30","   30","17.0","23.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-03-07","7.83",,,"0.00",,"59","67","46","   50","   40","17.0","23.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-03-08","6.93",,,"0.00",,"57","71","43","  120","  140","17.0","19.9","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-03-09","10.29",,,"0.00",,"61","75","46","  120","  110","19.9","23.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-03-10","13.65",,,"0.00",,"69","79","61","  140","  140","23.9","29.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-03-11","10.74",,,"0.00",,"70","79","63","  130","  130","17.0","21.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-03-12","8.50",,,"0.00",,"71","80","64","  130","  140","16.1","19.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-03-13","6.26",,,"0.00",,"71","78","64","  140","  140","14.1","17.0","    1","    1",,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-03-14","9.62",,,"0.00",,"71","81","63","  150","  150","19.9","25.9","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-03-15","8.95",,,"0.65",,"74","83","70","  190","  210","21.0","28.0","    1",,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-03-16","9.17",,,"0.00",,"75","83","70","  200","  210","21.0","25.9","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-03-17","13.65",,,"1.21",,"76","81","66","  250","  270","32.0","42.9","    1",,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-03-18","13.65",,,"0.00",,"65","68","56","  290","  290","21.0","27.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-03-19","10.74",,,"0.00",,"57","59","54","  350","  350","17.0","21.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-03-20","7.61",,,"0.00",,"57","65","53","   10","   10","14.1","19.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-03-21","6.71",,,"0.00",,"63","72","51","   40","   40","13.0","17.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-03-22","10.96",,,"0.00",,"64","76","51","  140","  140","21.0","25.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-03-23","14.76",,,"5.54",,"67","74","62","  150","  150","29.1","36.9","    1",,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-03-24","11.86",,,"1.20",,"66","76","61","  120","  120","25.1","31.1","    1",,"    1",,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-03-25","12.53",,,"0.00",,"75","79","73","  190","  210","21.9","33.1","    1",,,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-03-26","8.28",,,"0.00",,"75","82","71","  160","  160","15.0","15.0","    1",,,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-03-27","10.29",,,"0.00",,"77","85","73","  200","  190","21.9","33.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-03-28","10.74",,,"0.06",,"75","79","62","  320","  340","21.0","29.1","    1",,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-03-29","10.29",,,"0.00",,"65","73","58","   30","   30","16.1","23.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-03-30","9.62",,,"0.00",,"71","82","64","  180","  190","19.9","25.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-03-31","11.63",,,"0.00",,"76","85","59","   10","   20","23.0","33.1","    1","    1",,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-04-01","16.55",,,"0.00",,"60","66","54","   30","   20","25.9","38.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-04-02","7.61",,,"0.00",,"56","65","48","   80","   40","19.9","27.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-04-03","5.59",,,"0.00",,"58","71","44","   90","   10","14.1","18.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-04-04","5.82",,,"0.00",,"64","75","53","   50","   50","15.0","19.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-04-05","5.14",,,"0.00",,"65","77","52","  150","  140","14.1","19.0","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-04-06","8.72",,,"0.00",,"71","81","64","  150","  140","23.0","27.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-04-07","12.08",,,"0.00",,"73","81","67","  150","  150","23.0","29.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-04-08","6.49",,,"2.69",,"74","82","65","  330","  340","18.1","25.1","    1",,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-04-09","10.96",,,"0.00",,"78","86","73","  120","  190","21.0","27.1","    1",,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-04-10","8.50",,,"2.35",,"73","78","63","  350","  360","25.1","34.0","    1",,"    1",,"    1",,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-04-11","5.37",,,"0.00",,"73","81","60","  360","  360","16.1","21.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-04-12","5.82",,,"0.00",,"71","83","61","  150","  100","14.1","19.0","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-04-13","14.32",,,"3.71",,"70","77","64","   20","   30","38.9","55.9","    1","    1","    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-04-14","10.07",,,"1.61",,"68","72","65","  110","  100","31.1","42.9","    1",,"    1",,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-04-15","8.50",,,"0.83",,"70","73","65","  340","  330","29.1","40.0","    1",,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-04-16","9.40",,,"0.69",,"68","70","62","  340","  350","23.9","35.1","    1",,"    1",,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-04-17","8.05",,,"0.96",,"66","69","62","  360","   10","15.0","21.9","    1",,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-04-18","8.28",,,"0.00",,"65","71","61","  360","  350","14.1","19.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-04-19","6.26",,,"0.00",,"66","74","60","   10","  360","15.0","21.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-04-20","4.70",,,"0.00",,"69","79","61","  340","   30","10.1","14.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-04-21","11.18",,,"0.00",,"64","69","54","  360","  360","19.9","28.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-04-22","10.51",,,"0.00",,"63","70","56","   90","   60","18.1","23.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-04-23","13.87",,,"0.00",,"68","78","59","  170","  160","23.9","36.9",,,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-04-24","13.20",,,"0.01",,"78","87","70","  190","  190","25.1","36.0",,,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-04-25","6.04",,,"0.00",,"71","80","62","   20","   40","17.0","25.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-04-26","7.38",,,"0.00",,"71","83","58","  130","  140","17.0","21.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-04-27","12.30",,,"0.00",,"77","86","71","  150","  150","23.0","29.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-04-28","12.30",,,"0.00",,"80","86","75","  150","  140","21.9","25.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-04-29","10.29",,,"0.00",,"80","88","75","  180","  180","17.0","21.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-04-30","6.71",,,"0.00",,"80","84","74","  350","  340","14.1","19.9","    1",,,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-05-01","10.29",,,"0.00",,"77","83","71","   80","  120","18.1","25.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-05-02","10.29",,,"0.50",,"75","81","69","  260","  260","21.9","28.0","    1",,"    1",,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-05-03","11.86",,,"0.00",,"80","87","78","  180","  180","21.9","29.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-05-04","10.74",,,"1.30",,"82","87","72","  210","  190","21.9","31.1","    1",,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-05-05","7.16",,,"1.84",,"74","78","71","   10","   10","14.1","19.9","    1",,"    1",,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-05-06","7.61",,,"0.00",,"75","82","69","  360","   50","14.1","21.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-05-07","5.59",,,"0.00",,"75","85","62","  300","  320","14.1","18.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-05-08","8.50",,,"0.00",,"77","85","66","  160","  160","15.0","19.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-05-09","10.51",,,"0.00",,"78","86","72","  180","  180","19.9","25.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-05-10","6.93",,,"4.10",,"77","85","71","  160","  160","21.0","25.1","    1",,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-05-11","8.05",,,"1.73",,"77","81","70","  140","  140","25.1","30.0","    1",,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-05-12","7.61",,,"1.66",,"75","81","71","  300","  310","23.9","49.0","    1",,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-05-13","8.50",,,"0.00",,"73","78","69","   50","   30","16.1","23.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-05-14","6.26",,,"0.00",,"74","81","65","   50","   80","14.1","19.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-05-15","7.16",,,"0.00",,"74","82","64","   90","  120","17.0","23.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-05-16","10.51",,,"0.00",,"75","84","67","  140","  150","21.0","25.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-05-17","13.42",,,"0.19",,"76","79","73","  120","  120","23.0","31.1","    1",,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-05-18","10.07",,,"0.64",,"76","83","68","  110","  110","23.9","28.0","    1",,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-05-19","15.21",,,"0.08",,"77","84","72","  120","  110","25.1","31.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-05-20","19.91",,,"0.72",,"78","82","73","  100","  110","32.0","40.9","    1",,"    1",,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-05-21","20.36",,,"0.04",,"78","84","74","  120","  120","32.0","40.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-05-22","12.97",,,"0.00",,"78","85","72","  100","  100","23.0","29.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-05-23","8.05",,,"0.00",,"78","87","68","  130","  120","18.1","23.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-05-24","6.93",,,"0.00",,"78","85","72","  130","  140","14.1","18.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-05-25","8.72",,,"0.00",,"79","88","72","  180","  200","17.0","21.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-05-26","4.70",,,"0.00",,"80","90","71","  190","  240","10.1","17.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-05-27","6.04",,,"0.00",,"81","89","75","  210","  140","16.1","21.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-05-28","7.38",,,"0.00",,"80","90","72","  180","  310","17.0","21.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-05-29","5.59",,,"0.00",,"78","82","70","   30","   30","14.1","19.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-05-30","7.83",,,"0.00",,"76","84","67","   50","   60","15.0","21.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-05-31","7.83",,,"0.00",,"79","88","70","  120","   40","16.1","19.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-06-01","9.84",,,"0.00",,"80","89","73","  150","  160","21.0","27.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-06-02","6.71",,,"0.15",,"81","88","75","  190","  190","21.0","29.1","    1",,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-06-03","3.58",,,"0.10",,"80","88","75","  180","  180","16.1","21.0","    1",,"    1",,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-06-04","3.80",,,"0.01",,"78","87","75","  130","  150","21.0","25.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-06-05","10.29",,,"0.27",,"77","80","74","  120","  120","21.9","29.1","    1",,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-06-06","10.29",,,"0.43",,"79","84","75","  150","  160","28.0","34.0","    1",,"    1",,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-06-07","10.51",,,"0.00",,"81","90","76","  150","  150","21.9","28.0",,,,,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-06-08","10.07",,,"0.00",,"85","91","80","  160","  140","17.0","21.9",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-06-09","6.71",,,"0.00",,"84","90","79","  170","  160","16.1","21.9","    1",,"    1",,,,"    1",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-06-10","6.93",,,"0.00",,"83","91","77","  180","  200","13.0","18.1",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-06-11","5.59",,,"0.00",,"84","92","77","  190","  190","14.1","19.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-06-12","5.14",,,"0.00",,"84","95","75","  290","  340","13.0","17.0",,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2021-06-13","7.83",,,"0.49",,"87","97","73","   50","   70","33.1","49.0","    1",,"    1",,,,,,,,,,
